date,tmax_degC,tmin_degC,rainfall_mm,humidity_pct,radiation_wm2,wind_speed_ms,dewpoint_degC,surface_pressure_hpa,soil_moisture,evapotranspiration_mm
13-02-1962,31.8,15.3,0.0,39,242.59104,12.4,6.8,954.4,0.245,5.42
14-02-1962,29.6,15.6,0.0,37,246.98916,12.1,5.6,954.4,0.245,5.15
15-02-1962,29.9,14.1,0.0,30,244.79009999999997,11.4,2.9,952.5,0.244,5.37
16-02-1962,31.2,16.3,0.0,31,237.72995999999998,14.8,4.9,951.1,0.244,5.56
17-02-1962,30.4,16.7,0.1,31,231.13278,17.2,4.0,950.4,0.245,5.58
18-02-1962,28.1,14.1,0.0,35,245.9475,12.1,4.5,950.2,0.246,5.31
19-02-1962,27.2,13.9,0.0,45,252.08172000000002,12.5,6.5,950.6,0.246,4.98
20-02-1962,27.0,14.8,0.0,42,251.38727999999998,13.9,6.9,951.2,0.245,5.26
21-02-1962,27.8,15.3,0.0,42,252.77616,13.6,7.2,951.8,0.245,5.4
22-02-1962,28.0,15.4,0.0,36,255.90114,12.3,4.3,951.5,0.245,5.55
23-02-1962,29.9,16.4,0.0,31,257.29002,9.1,3.6,947.6,0.245,5.15
24-02-1962,30.8,15.3,0.0,31,257.86872,23.2,3.4,944.4,0.245,6.75
25-02-1962,29.4,16.8,0.0,33,261.5724,23.3,4.7,945.3,0.244,6.54
26-02-1962,28.8,14.6,0.0,34,261.5724,14.3,4.1,946.9,0.244,5.95
27-02-1962,28.2,15.0,0.0,24,270.71586,13.0,-1.3,948.9,0.244,6.27
28-02-1962,29.1,14.5,0.0,27,269.90568,9.7,0.5,950.7,0.244,5.62
01-03-1962,30.7,14.6,0.0,25,268.74827999999997,13.8,1.0,951.7,0.244,5.69
02-03-1962,32.0,15.3,0.0,28,266.7807,11.7,2.8,950.7,0.244,6.31
03-03-1962,32.9,16.3,0.0,28,260.9937,15.8,2.5,949.8,0.244,6.45
04-03-1962,29.9,18.1,0.0,31,257.98446,22.5,5.1,949.1,0.244,6.78
05-03-1962,28.9,16.9,0.0,36,274.8825,13.4,5.3,951.1,0.244,5.94
06-03-1962,27.4,14.7,0.0,24,267.01218,14.4,-1.2,952.1,0.244,5.99
07-03-1962,29.4,13.9,0.0,24,275.22972,12.6,-0.5,950.3,0.244,5.75
08-03-1962,31.4,14.6,0.0,22,253.58634,12.2,-0.8,948.6,0.244,6.03
09-03-1962,31.5,16.9,0.0,21,280.90098,13.8,-0.7,947.5,0.244,7.03
10-03-1962,31.2,18.2,0.0,30,272.45196,12.8,4.6,948.5,0.244,6.46
11-03-1962,31.5,18.3,0.0,28,261.10944,10.4,3.8,948.5,0.244,6.07
12-03-1962,32.8,18.1,0.0,27,272.33622,17.7,4.1,948.6,0.244,6.28
13-03-1962,32.4,18.8,1.7,43,240.50772,17.2,10.8,950.3,0.246,5.81
14-03-1962,33.3,19.3,0.6,41,253.4706,14.0,10.8,951.4,0.255,5.53
15-03-1962,33.9,19.3,0.0,36,270.2529,9.7,9.7,951.7,0.265,5.7
16-03-1962,33.8,19.1,0.0,31,259.8363,13.2,7.1,950.4,0.259,6.22
17-03-1962,33.8,20.7,0.0,28,273.60936,11.2,6.5,949.0,0.255,6.23
18-03-1962,32.9,21.0,0.0,30,264.92886,15.3,6.8,948.4,0.253,6.58
19-03-1962,32.3,20.5,0.0,28,286.91945999999996,14.4,5.5,949.0,0.25,6.58
20-03-1962,32.3,19.9,0.0,28,287.15094,13.6,5.3,948.4,0.248,6.43
21-03-1962,32.7,17.4,0.0,30,290.85462,17.3,5.0,947.3,0.247,6.93
22-03-1962,32.8,19.4,0.0,23,296.41014,12.7,2.8,947.6,0.246,6.79
23-03-1962,33.1,18.7,0.0,25,294.21108000000004,10.3,3.9,948.2,0.245,6.64
24-03-1962,34.5,20.5,0.0,26,287.38241999999997,11.6,5.5,948.1,0.245,7.36
25-03-1962,34.4,21.2,6.2,49,260.415,19.7,14.1,948.5,0.254,6.41
26-03-1962,32.9,20.2,1.3,58,268.86402,12.2,15.8,949.9,0.278,5.44
27-03-1962,33.8,20.3,0.0,46,257.63724,13.8,12.8,949.2,0.283,5.88
28-03-1962,35.6,20.2,0.0,24,299.41938,10.3,4.6,949.5,0.274,6.91
29-03-1962,34.3,20.6,0.0,26,237.38274,11.3,5.9,949.5,0.267,5.96
30-03-1962,37.4,20.4,0.0,26,298.72494,19.5,6.4,948.0,0.263,7.82
31-03-1962,36.6,21.9,0.0,22,305.32212,17.6,4.0,946.0,0.257,8.19
01-04-1962,36.0,21.6,0.0,25,305.32212,13.6,5.1,946.0,0.252,7.76
02-04-1962,36.0,19.6,0.0,22,307.98413999999997,10.1,3.5,946.9,0.249,7.37
03-04-1962,35.9,21.0,0.0,16,309.83598,12.1,0.1,946.7,0.247,7.43
04-04-1962,37.3,20.3,0.0,16,309.95172,10.5,-0.0,945.1,0.246,7.65
05-04-1962,37.9,22.9,0.0,18,306.36377999999996,21.3,3.0,944.8,0.245,9.03
06-04-1962,36.4,22.7,0.0,25,311.3406,20.1,5.8,946.7,0.244,8.98
07-04-1962,37.5,22.3,0.0,29,306.59526,19.7,7.9,946.9,0.244,8.97
08-04-1962,37.9,24.2,0.0,20,305.78508,16.6,3.8,946.7,0.244,9.25
09-04-1962,33.7,23.7,0.5,25,240.16049999999998,18.7,6.7,947.1,0.247,7.24
10-04-1962,34.9,22.3,0.5,27,197.79966,14.4,6.9,947.6,0.249,5.79
11-04-1962,34.4,21.0,0.0,25,204.62832,11.0,5.3,947.3,0.249,5.27
12-04-1962,34.1,23.4,1.4,33,235.87812,13.1,10.1,948.2,0.251,5.4
13-04-1962,33.5,21.9,2.6,49,268.40106000000003,10.2,14.7,948.9,0.264,5.6
14-04-1962,34.2,21.5,2.1,45,259.72056000000003,11.4,13.6,948.6,0.283,6.0
15-04-1962,33.6,21.8,0.0,38,276.96582,16.1,10.8,948.2,0.285,6.97
16-04-1962,33.4,22.3,0.0,38,249.07247999999998,13.0,11.4,948.4,0.28,6.02
17-04-1962,33.6,21.0,0.0,36,279.39636,10.6,10.1,948.9,0.283,6.24
18-04-1962,36.1,20.1,0.0,31,314.46558,10.0,7.6,949.0,0.274,7.01
19-04-1962,37.9,21.3,0.0,24,300.3453,12.4,5.6,947.9,0.265,7.57
20-04-1962,38.5,25.0,0.0,22,298.26198,14.5,6.5,948.1,0.258,8.51
21-04-1962,39.8,26.6,0.0,18,311.80356,17.4,4.4,948.6,0.252,9.87
22-04-1962,39.5,26.2,0.0,23,282.86856,16.0,8.3,948.2,0.253,8.19
23-04-1962,40.3,26.9,0.0,23,288.19259999999997,12.6,8.9,947.6,0.261,7.75
24-04-1962,41.7,27.8,0.2,21,297.56754,15.8,7.8,946.5,0.256,8.69
25-04-1962,41.1,28.3,0.0,19,303.93324,20.6,6.7,945.7,0.254,10.53
26-04-1962,41.1,27.0,0.0,20,311.3406,21.6,6.7,944.8,0.25,10.1
27-04-1962,40.1,26.7,0.0,24,307.52118,26.8,8.6,945.1,0.247,10.53
28-04-1962,38.6,26.0,0.1,29,293.9796,18.0,10.4,946.3,0.246,9.14
29-04-1962,39.4,26.0,0.1,28,286.57224,17.7,10.2,945.5,0.247,8.88
30-04-1962,39.8,26.4,2.2,29,274.99824,18.4,11.5,944.0,0.25,8.76
01-05-1962,39.7,26.5,0.2,32,291.0861,20.4,12.2,943.4,0.249,9.18
02-05-1962,39.3,25.9,0.0,33,293.40090000000004,18.9,12.3,943.7,0.247,9.18
03-05-1962,39.4,26.2,0.2,31,278.9334,21.4,11.3,944.9,0.246,9.16
04-05-1962,40.1,26.7,0.0,22,307.2897,18.3,7.1,945.0,0.246,9.56
05-05-1962,39.6,26.3,0.0,18,312.498,19.5,4.6,943.6,0.246,9.24
06-05-1962,38.7,25.3,0.0,16,322.45164,18.3,2.6,945.5,0.245,9.42
07-05-1962,38.2,24.8,0.0,17,328.35438,20.2,2.7,946.7,0.245,10.07
08-05-1962,38.4,24.8,0.0,19,304.3962,15.8,5.0,946.0,0.244,8.35
09-05-1962,38.4,25.3,1.5,22,260.64648,14.6,6.5,944.2,0.249,7.16
10-05-1962,37.1,23.7,1.4,24,273.49361999999996,13.1,7.2,945.0,0.25,7.05
11-05-1962,37.5,24.9,0.0,23,308.09988,8.8,7.4,946.5,0.247,6.94
12-05-1962,38.9,25.2,0.0,20,329.51178,12.6,4.8,947.0,0.246,8.37
13-05-1962,41.5,25.9,0.0,18,323.84052,13.8,5.2,945.0,0.245,8.03
14-05-1962,42.0,29.5,0.0,16,299.65086,18.2,6.0,943.7,0.244,10.37
15-05-1962,42.2,29.5,0.0,16,298.72494,16.3,5.8,942.7,0.244,8.91
16-05-1962,41.3,29.8,0.0,18,301.96566,15.0,7.7,942.7,0.244,8.67
17-05-1962,40.9,28.0,0.0,20,271.75752,11.4,8.6,941.5,0.244,7.33
18-05-1962,42.6,28.8,0.0,20,310.06746,16.3,7.9,941.0,0.244,9.18
19-05-1962,41.6,28.8,0.0,24,291.78054000000003,13.3,9.9,942.0,0.244,8.31
20-05-1962,41.9,27.6,0.0,25,297.33606000000003,16.2,11.0,942.7,0.244,7.91
21-05-1962,40.5,29.9,0.0,31,281.2482,15.8,14.8,943.3,0.244,7.47
22-05-1962,39.5,28.1,0.0,39,274.65102,21.0,16.7,942.6,0.244,8.52
23-05-1962,40.6,27.9,0.1,42,295.59996,24.1,18.0,943.0,0.257,8.9
24-05-1962,40.4,28.0,2.4,40,297.79902,22.1,17.1,941.6,0.289,8.87
25-05-1962,40.1,27.5,0.0,37,303.35454,21.1,15.6,940.2,0.295,9.25
26-05-1962,40.5,26.9,0.0,34,308.67858,21.3,14.2,941.2,0.278,9.31
27-05-1962,40.6,27.2,0.0,33,288.19259999999997,18.9,14.1,942.6,0.267,8.37
28-05-1962,40.6,27.2,2.7,42,297.10458,23.8,17.9,943.6,0.27,9.11
29-05-1962,38.8,26.3,0.2,54,296.52588000000003,23.7,20.7,945.1,0.288,8.43
30-05-1962,37.3,26.0,0.3,52,296.75736,24.9,19.8,944.0,0.281,8.43
31-05-1962,36.9,26.2,0.0,49,285.53058000000004,26.5,18.4,942.9,0.276,8.62
01-06-1962,38.7,26.2,0.0,50,305.90082,22.8,19.0,942.8,0.267,8.47
02-06-1962,37.8,26.1,0.0,47,286.68798,24.5,18.2,941.6,0.26,8.04
03-06-1962,37.0,26.0,0.5,49,262.49832,20.4,18.2,941.5,0.256,6.52
04-06-1962,36.4,26.5,3.0,53,248.60952,19.5,19.5,942.0,0.279,6.47
05-06-1962,37.2,26.0,1.7,54,243.86418,22.3,19.7,941.9,0.312,6.83
06-06-1962,37.7,26.4,0.1,51,264.00293999999997,25.0,19.2,941.5,0.311,7.78
07-06-1962,37.6,25.6,0.1,47,288.53982,29.7,17.5,941.1,0.301,9.04
08-06-1962,37.6,25.3,0.0,50,304.16472,28.8,18.2,940.6,0.284,9.07
09-06-1962,36.6,24.9,0.0,51,306.82674000000003,28.3,18.3,939.4,0.274,8.85
10-06-1962,36.5,25.1,0.0,52,284.72040000000004,25.6,18.6,938.9,0.266,8.22
11-06-1962,37.6,25.3,0.0,53,296.98884,23.1,18.9,939.5,0.26,8.23
12-06-1962,36.0,25.3,0.2,53,293.05368,24.0,18.4,940.7,0.256,8.17
13-06-1962,35.3,25.0,0.0,51,266.66496,24.4,17.7,940.5,0.254,7.78
14-06-1962,36.7,25.2,0.0,48,282.98429999999996,22.5,16.7,941.7,0.251,7.62
15-06-1962,36.7,24.5,0.1,48,290.97036,25.8,17.1,944.1,0.249,8.0
16-06-1962,37.5,25.2,0.0,44,279.74358,22.9,16.5,943.8,0.248,8.44
17-06-1962,36.8,24.4,0.0,43,298.95642,23.5,15.2,942.8,0.246,8.77
18-06-1962,35.5,23.6,0.0,48,295.83144,22.7,16.2,942.7,0.246,7.77
19-06-1962,32.9,24.0,0.2,59,256.3641,17.8,19.1,942.3,0.247,6.26
20-06-1962,33.4,24.7,1.7,64,192.24414,17.8,20.5,942.0,0.253,5.03
21-06-1962,35.4,24.9,0.2,55,250.57709999999997,22.0,19.3,943.8,0.255,6.99
22-06-1962,34.6,24.2,0.0,52,276.15564,22.8,17.6,943.6,0.253,7.61
23-06-1962,32.8,24.3,0.1,59,220.36896,22.5,19.0,942.6,0.252,6.0
24-06-1962,34.7,24.5,0.0,49,253.93356,19.4,16.8,944.1,0.251,6.83
25-06-1962,34.9,24.7,0.0,48,278.70192,22.7,16.8,943.2,0.249,7.85
26-06-1962,34.7,24.6,0.0,52,290.5074,23.6,17.9,941.2,0.247,7.81
27-06-1962,34.6,24.8,0.0,54,275.11397999999997,27.0,18.2,941.5,0.246,7.61
28-06-1962,35.3,24.8,0.0,55,251.96598,24.5,19.0,941.9,0.246,7.01
29-06-1962,35.6,24.8,0.0,56,257.98446,21.3,19.6,942.3,0.246,6.87
30-06-1962,35.6,24.8,0.0,54,260.76222,23.2,19.2,942.6,0.248,6.95
01-07-1962,36.4,25.1,0.3,54,249.53544,21.7,19.6,942.9,0.248,6.73
02-07-1962,33.1,25.7,3.7,63,150.57774,18.5,21.0,941.5,0.251,4.33
03-07-1962,32.9,24.4,11.9,76,195.13764,15.2,22.9,939.8,0.369,3.95
04-07-1962,32.8,24.4,6.0,77,234.60497999999998,10.6,23.7,938.8,0.431,4.49
05-07-1962,33.8,25.7,0.5,68,272.79918,7.8,22.9,939.0,0.407,5.35
06-07-1962,32.5,25.0,12.5,77,228.5865,13.0,23.4,938.6,0.403,4.37
07-07-1962,30.5,23.8,1.7,79,172.33686,11.3,22.6,937.5,0.451,3.34
08-07-1962,31.5,23.8,3.8,81,218.28564,12.4,23.1,936.6,0.434,4.11
09-07-1962,32.0,24.4,2.8,73,235.41516,14.3,21.9,938.4,0.417,4.7
10-07-1962,32.4,24.1,0.3,70,264.92886,13.6,21.6,939.5,0.391,5.33
11-07-1962,33.4,24.6,0.2,66,267.70662,13.7,21.6,937.7,0.367,5.49
12-07-1962,28.9,24.1,10.4,86,190.971,13.0,23.5,935.0,0.417,3.4
13-07-1962,27.3,23.2,16.5,92,120.13812,16.6,22.9,933.7,0.495,2.16
14-07-1962,28.9,22.7,2.9,82,149.53608,15.8,21.9,938.2,0.472,2.94
15-07-1962,29.4,23.7,2.1,81,176.15628,17.1,22.3,941.0,0.469,3.5
16-07-1962,25.0,23.4,27.4,93,61.457939999999994,18.5,23.0,939.9,0.496,1.26
17-07-1962,23.9,22.1,55.3,94,32.75442,24.2,22.4,939.3,0.475,0.81
18-07-1962,25.0,22.5,37.0,92,56.24964,22.4,21.7,940.7,0.487,1.28
19-07-1962,23.9,21.9,8.1,93,80.67078,24.0,21.4,941.2,0.474,1.45
20-07-1962,24.5,22.1,4.3,94,89.92998,19.8,22.0,940.1,0.482,1.5
21-07-1962,25.7,22.8,0.7,91,177.89237999999997,22.4,22.1,939.1,0.501,2.66
22-07-1962,24.1,23.3,17.9,94,45.37008,18.7,22.7,938.8,0.487,0.93
23-07-1962,24.0,23.0,102.5,94,27.54612,25.2,22.3,938.8,0.49,0.78
24-07-1962,25.0,22.5,25.2,91,58.56444,24.5,22.0,940.6,0.476,1.36
25-07-1962,28.1,23.1,0.4,83,128.12418,24.8,21.7,939.5,0.421,2.93
26-07-1962,28.2,23.2,0.3,78,139.11947999999998,27.2,21.4,939.1,0.417,3.44
27-07-1962,28.2,23.6,0.6,79,180.90162,32.6,21.5,939.5,0.413,3.84
28-07-1962,28.8,23.3,0.9,77,187.15158000000002,27.8,21.2,940.2,0.408,4.12
29-07-1962,27.1,23.8,0.2,80,112.03631999999999,22.6,21.4,942.3,0.403,2.75
30-07-1962,25.1,23.1,4.6,89,92.36052000000001,19.5,22.1,944.0,0.462,1.78
31-07-1962,25.8,22.5,8.0,87,138.19356,23.1,21.3,943.2,0.499,2.49
01-08-1962,25.6,22.4,11.9,89,134.02692,22.7,21.8,940.2,0.5,2.37
02-08-1962,27.7,23.1,0.2,80,166.08689999999999,27.5,21.1,939.4,0.484,3.52
03-08-1962,28.1,22.9,0.3,77,179.04978,25.6,20.6,940.9,0.467,3.82
04-08-1962,28.4,23.0,0.2,77,179.51274,24.9,20.8,942.9,0.454,3.75
05-08-1962,26.6,22.9,0.1,79,146.9898,21.7,20.7,941.9,0.444,3.11
06-08-1962,24.4,21.5,4.1,88,67.93938,21.6,21.1,940.1,0.461,1.54
07-08-1962,27.3,21.9,6.2,86,115.74,18.4,21.8,940.2,0.481,2.29
08-08-1962,25.6,23.2,20.1,91,96.06420000000001,17.3,22.8,940.2,0.49,1.74
09-08-1962,30.0,23.4,5.9,90,210.53106000000002,12.3,23.6,940.1,0.493,3.6
10-08-1962,27.7,23.1,8.1,89,109.72152,12.3,22.8,940.0,0.449,2.1
11-08-1962,26.6,22.9,2.7,87,113.77242,18.8,22.0,939.8,0.473,2.15
12-08-1962,23.9,22.7,11.6,94,69.09678,21.7,22.2,939.7,0.481,1.21
13-08-1962,22.9,22.0,26.8,96,32.63868,24.3,21.7,938.2,0.478,0.71
14-08-1962,24.8,22.2,19.4,94,42.93954,16.1,22.3,938.3,0.493,0.91
15-08-1962,27.6,22.0,1.6,85,116.3187,16.0,21.7,938.9,0.499,2.39
16-08-1962,27.5,21.3,1.0,79,139.69818,16.8,20.4,940.9,0.478,2.9
17-08-1962,27.7,22.2,0.8,81,173.84148,17.9,21.3,942.3,0.468,3.3
18-08-1962,27.9,22.2,2.8,83,187.15158000000002,22.7,21.6,944.0,0.463,3.43
19-08-1962,27.1,22.6,3.6,85,162.96192,25.8,21.7,945.2,0.463,3.02
20-08-1962,26.7,22.5,1.9,84,128.70288,23.8,21.4,944.4,0.46,2.66
21-08-1962,27.3,22.5,1.4,83,170.48502,22.9,21.3,945.2,0.456,3.26
22-08-1962,27.6,22.8,0.4,80,176.27202,21.4,20.9,946.0,0.442,3.5
23-08-1962,28.1,22.6,0.1,78,201.61908000000003,19.5,20.6,945.9,0.429,3.84
24-08-1962,28.1,21.9,0.6,78,207.17459999999997,19.5,20.7,945.4,0.418,3.82
25-08-1962,27.8,22.3,1.7,79,190.27656000000002,15.2,20.8,944.7,0.416,3.51
26-08-1962,23.8,22.0,9.8,92,71.87454,15.3,21.5,943.3,0.491,1.26
27-08-1962,25.2,22.1,8.3,89,70.83288,17.0,21.6,943.8,0.503,1.48
28-08-1962,28.1,22.5,1.7,85,178.70256,17.9,22.0,945.1,0.489,3.18
29-08-1962,27.7,22.2,1.5,85,185.53122000000002,17.6,21.6,945.0,0.481,3.3
30-08-1962,28.0,22.2,11.4,86,187.38306,17.3,22.1,945.2,0.495,3.27
31-08-1962,28.1,22.7,17.1,87,138.30929999999998,15.6,22.4,945.7,0.483,2.57
01-09-1962,29.5,22.8,5.1,86,198.37836000000001,15.1,22.9,945.7,0.49,3.54
02-09-1962,29.9,23.2,7.3,86,215.97084,15.5,23.1,944.9,0.475,3.82
03-09-1962,30.2,23.2,6.3,85,224.07263999999998,15.5,23.0,943.4,0.445,3.96
04-09-1962,30.2,23.4,1.5,81,231.82722,15.8,22.5,942.1,0.461,4.26
05-09-1962,29.3,23.5,1.4,81,195.25338000000002,19.7,22.4,941.6,0.466,3.76
06-09-1962,26.3,22.3,8.9,85,106.94376,19.0,21.7,941.9,0.487,2.12
07-09-1962,24.3,21.9,32.7,93,64.00422,20.0,21.9,941.6,0.486,1.19
08-09-1962,27.3,22.4,8.0,93,78.24024,11.3,22.6,942.3,0.466,1.47
09-09-1962,30.5,22.9,5.0,83,233.79479999999998,16.4,22.8,942.7,0.436,4.38
10-09-1962,27.8,23.3,11.5,86,181.82754,20.7,22.8,941.6,0.47,3.26
11-09-1962,27.6,23.0,13.2,88,155.20734,11.2,22.3,942.5,0.478,2.74
12-09-1962,27.0,22.7,7.6,85,84.25872,11.5,21.9,943.5,0.468,1.79
13-09-1962,28.5,22.2,5.7,88,197.3367,16.1,22.1,943.6,0.481,3.36
14-09-1962,27.9,22.6,7.2,91,168.28596,14.4,22.6,943.7,0.476,2.83
15-09-1962,27.2,22.3,16.4,90,142.82316,18.1,22.5,943.1,0.476,2.47
16-09-1962,28.2,22.7,5.1,83,169.21187999999998,17.9,22.0,942.6,0.481,3.19
17-09-1962,27.1,22.3,5.0,88,110.06873999999999,16.0,21.9,941.5,0.484,2.07
18-09-1962,27.0,22.0,14.6,90,115.39278,13.7,22.2,939.7,0.484,2.11
19-09-1962,24.1,22.4,63.5,96,37.268280000000004,21.9,22.5,936.5,0.482,0.73
20-09-1962,22.6,21.7,149.9,98,19.32858,41.2,22.0,935.8,0.483,0.43
21-09-1962,26.9,21.8,11.5,85,125.80937999999999,33.6,20.9,940.5,0.482,2.49
22-09-1962,27.4,21.2,0.2,83,169.44336,20.5,20.8,944.3,0.471,3.09
23-09-1962,28.4,21.2,0.1,80,190.62377999999998,14.0,20.3,946.0,0.469,3.47
24-09-1962,28.0,20.1,0.0,79,242.01234,16.5,19.7,946.6,0.452,4.13
25-09-1962,26.6,20.1,0.8,83,228.47075999999998,15.6,19.9,946.6,0.443,3.72
26-09-1962,26.2,18.6,1.5,83,219.32729999999998,16.3,19.1,947.5,0.439,3.56
27-09-1962,26.8,18.5,0.1,78,256.24836,10.2,18.3,948.7,0.432,4.26
28-09-1962,27.4,17.9,0.0,74,236.80404000000001,8.0,17.5,950.3,0.42,4.14
29-09-1962,27.9,18.3,0.1,73,229.1652,7.6,17.7,950.0,0.407,4.05
30-09-1962,28.6,18.2,0.0,62,265.50756,9.3,15.0,949.4,0.392,4.87
01-10-1962,28.4,17.3,0.0,53,267.24366,9.7,12.0,948.9,0.375,5.17
02-10-1962,28.9,16.7,0.0,56,271.29456,10.0,12.9,948.1,0.361,5.02
03-10-1962,29.3,15.3,0.0,60,267.24366,10.4,13.7,948.2,0.348,4.94
04-10-1962,29.6,17.0,0.0,56,263.53998,9.5,13.6,948.6,0.335,5.05
05-10-1962,29.8,17.7,0.0,54,252.77616,8.4,13.7,948.6,0.324,4.75
06-10-1962,30.3,18.3,0.0,54,240.62346,9.4,13.3,948.3,0.313,4.49
07-10-1962,30.0,17.1,0.0,51,236.80404000000001,8.0,12.3,948.6,0.304,4.46
08-10-1962,30.2,16.8,0.0,54,257.5215,10.6,13.3,949.2,0.296,5.03
09-10-1962,30.5,19.0,0.0,53,246.17898,8.1,13.9,948.6,0.29,4.74
10-10-1962,30.8,17.1,0.0,54,246.98916,11.9,13.5,948.7,0.284,4.96
11-10-1962,30.8,17.1,0.0,50,259.72056000000003,10.5,12.1,950.1,0.279,5.28
12-10-1962,29.9,17.3,0.0,40,263.07702,9.4,8.9,950.3,0.274,5.48
13-10-1962,30.2,16.2,0.0,44,261.68814,8.3,9.6,949.6,0.269,4.61
14-10-1962,31.3,16.6,0.0,48,254.628,7.8,11.6,950.4,0.265,4.69
15-10-1962,31.5,17.3,0.0,48,251.38727999999998,8.7,12.0,950.7,0.262,5.01
16-10-1962,31.3,19.0,0.0,43,253.58634,7.4,10.7,950.5,0.258,4.95
17-10-1962,31.0,17.5,0.0,42,252.77616,11.5,10.2,951.4,0.256,5.49
18-10-1962,30.5,17.7,0.0,42,248.49378,14.5,10.2,952.8,0.253,5.56
19-10-1962,30.7,18.6,0.0,43,245.48454,13.4,10.5,952.5,0.251,5.46
20-10-1962,30.2,17.0,0.0,41,253.23911999999999,14.0,8.7,952.3,0.25,5.59
21-10-1962,30.3,17.2,0.0,43,249.65118,13.0,9.2,951.6,0.249,5.6
22-10-1962,30.6,18.2,0.0,38,251.27154000000002,16.7,7.7,951.3,0.248,6.08
23-10-1962,30.4,15.5,0.0,40,249.9984,15.8,7.6,950.0,0.247,5.61
24-10-1962,30.8,15.4,0.0,40,248.72526,18.1,7.3,949.0,0.246,5.76
25-10-1962,30.2,17.5,0.0,37,248.37804,17.4,7.0,949.2,0.246,5.96
26-10-1962,31.1,18.8,0.0,47,229.97538,18.1,12.3,950.6,0.246,5.56
27-10-1962,29.2,20.6,0.9,64,187.73028,18.1,17.3,951.5,0.247,4.15
28-10-1962,29.6,20.7,0.1,63,205.78572,16.0,17.0,949.4,0.251,4.14
29-10-1962,30.6,19.9,0.0,52,231.13278,13.1,13.6,946.7,0.252,4.62
30-10-1962,30.4,17.3,0.0,43,233.79479999999998,8.9,10.3,946.4,0.25,4.42
31-10-1962,30.8,19.3,0.0,44,233.10036,8.7,10.7,947.1,0.249,4.77
01-11-1962,31.1,18.8,0.0,39,219.44304,9.1,9.2,949.1,0.248,4.22
02-11-1962,27.6,20.7,8.4,77,166.08689999999999,13.0,19.2,951.4,0.267,2.98
03-11-1962,25.4,19.2,8.1,84,160.41564,7.7,19.1,952.9,0.401,2.64
04-11-1962,27.3,18.0,8.2,83,182.75346,8.3,19.0,952.4,0.431,3.01
05-11-1962,27.9,17.9,1.1,81,207.7533,6.1,18.9,953.2,0.444,3.47
06-11-1962,28.9,18.0,0.0,66,211.10975999999997,9.6,15.7,955.2,0.419,3.94
07-11-1962,28.7,16.0,0.0,51,223.03098,10.9,11.2,955.5,0.387,4.41
08-11-1962,29.3,15.3,0.0,46,227.54484,7.7,8.8,955.0,0.365,4.38
09-11-1962,29.1,13.9,0.0,46,226.73466,8.0,8.3,954.0,0.347,4.03
10-11-1962,29.2,13.8,0.0,49,224.07263999999998,8.4,8.7,953.2,0.331,3.91
11-11-1962,29.0,14.0,0.0,48,225.57725999999997,9.8,8.5,952.2,0.318,4.11
12-11-1962,29.1,14.4,0.0,47,222.2208,9.3,8.5,951.5,0.307,4.21
13-11-1962,29.3,16.4,0.0,44,219.44304,8.7,8.7,952.1,0.297,4.14
14-11-1962,30.0,14.3,0.0,46,217.59120000000001,8.0,8.6,952.0,0.29,4.09
15-11-1962,29.9,14.7,0.0,43,215.73936,9.4,8.6,951.9,0.283,4.12
16-11-1962,29.7,15.1,0.0,48,198.03114,8.0,10.1,952.1,0.278,3.71
17-11-1962,29.4,17.4,0.0,46,216.20232,10.5,10.0,952.4,0.273,4.41
18-11-1962,29.2,17.0,0.0,38,214.58195999999998,10.9,7.8,952.5,0.269,4.57
19-11-1962,28.8,17.2,0.0,44,175.11462,12.1,9.3,951.6,0.266,4.07
20-11-1962,28.3,17.9,0.0,43,199.0728,11.9,9.3,951.9,0.263,4.39
21-11-1962,28.8,15.8,0.0,48,207.29034,12.7,10.2,952.5,0.26,4.46
22-11-1962,27.8,16.2,0.0,51,193.8645,10.8,11.2,952.5,0.257,3.59
23-11-1962,27.9,14.6,0.0,52,193.63302000000002,8.6,10.2,951.3,0.255,3.87
24-11-1962,26.2,17.4,0.0,51,179.397,18.2,10.3,952.1,0.253,4.13
25-11-1962,26.4,15.6,0.0,52,167.823,14.5,10.2,952.2,0.252,3.79
26-11-1962,26.8,16.8,0.0,47,194.32745999999997,12.6,9.4,952.9,0.251,4.18
27-11-1962,27.4,15.3,0.0,44,198.95706,12.3,7.5,952.0,0.25,4.1
28-11-1962,27.4,14.7,0.0,41,202.19778,8.5,6.6,951.3,0.249,4.13
29-11-1962,28.2,14.6,0.0,34,203.7024,12.2,3.7,951.4,0.248,4.6
30-11-1962,28.2,14.6,0.0,31,204.39684,11.3,2.7,952.6,0.247,4.73
01-12-1962,28.9,15.0,0.0,38,201.61908000000003,11.1,6.2,952.8,0.246,4.53
02-12-1962,27.8,17.0,0.0,59,188.0775,14.2,13.8,952.6,0.248,3.72
03-12-1962,27.6,18.6,0.2,80,178.8183,11.8,18.4,951.0,0.264,3.02
04-12-1962,20.6,18.6,10.0,96,52.89318,9.7,18.8,950.2,0.413,0.86
05-12-1962,22.9,17.8,2.1,87,120.25386,7.2,17.8,951.8,0.432,1.96
06-12-1962,24.2,16.6,2.2,77,138.30929999999998,9.5,15.3,954.5,0.419,2.45
